Company-Year,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,NetIncomeAvailShareholders,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics ESG Risk Classification
UBER-2021,Industrials,35.68000030517578,20.45999908447266,-0.26,"14,458,000","1,892,546","-496,000",42.575,13.524,5
UBER-2022,Industrials,31.70000076293945,43.16999816894531,-4.64,"7,340,000","1,972,131","-9,141,000",45.15,15.96,5
UBER-2023,Industrials,76.98999786376953,72.68000030517578,0.93,"11,249,000","2,035,651","1,887,000",45.1,17.873,5
UDR-2020,Real Estate,38.24028015136719,43.11752700805664,0.20,"3,234,200","294,545","60,036",26.95,11.743,3
UDR-2021,Real Estate,51.62860870361328,41.68796920776367,0.49,"3,442,874","300,326","145,787",26.75,13.658,3
UDR-2022,Real Estate,38.09723663330078,40.26675796508789,0.26,"4,098,085","321,671","82,512",26.75,14.428,3
UDR-2023,Real Estate,36.20392608642578,40.26154327392578,1.34,"3,991,144","328,765","439,505",28.317,14.897,3
UNP-2020,Industrials,204.0196228027344,204.5148315429688,7.90,"16,958,000","677,300","5,349,000",38.3,16.849,5
UNP-2021,Industrials,257.7447814941406,202.1927032470703,9.98,"14,161,000","653,800","6,523,000",39.262,15.784,5
UNP-2022,Industrials,194.1936798095703,198.7675170898437,11.24,"12,163,000","622,700","6,998,000",40.5,15.378,5
UNP-2023,Industrials,243.280288696289,224.9768981933593,10.47,"14,788,000","609,200","6,379,000",43.15,19.671,5
VLO-2020,Energy,62.01907348632812,68.6739273071289,-3.50,"18,801,000","407,000","-1,426,000",53.2,17.331,6.667
VLO-2021,Energy,92.90778350830078,98.35852813720705,2.27,"18,430,000","407,000","924,000",53.2,24.783,5
VLO-2022,Energy,132.3113098144531,111.9873123168945,29.05,"23,561,000","395,000","11,485,000",53.225,22.672,7
VLO-2023,Energy,167.1254425048828,154.652587890625,24.93,"26,346,000","353,000","8,808,000",56.675,25.177,6.833
VMC-2020,Materials,163.8865814208984,169.42578125,4.41,"6,027,300","132,578","584,500",46.725,13.817,6.833
VMC-2021,Materials,179.8418884277344,139.4195098876953,5.05,"6,545,000","132,800","670,800",46.325,17.281,5
VMC-2022,Materials,169.5030670166016,223.2655792236328,4.33,"6,928,600","133,000","575,600",47.6,18.48,5
VMC-2023,Materials,271.9673767089844,248.2414855957031,7.02,"7,483,400","133,000","933,200",46.988,17.568,5.167
VRSN-2020,Information Technology,198.759994506836,227.6900024414062,7.08,"-1,390,198","115,058","814,888",33.85,10.471,5
VRSN-2021,Information Technology,222.4600067138672,167.3300018310547,7.01,"-1,260,500","112,015","784,800",33.85,11.667,5
VRSN-2022,Information Technology,211.3300018310547,225.9700012207031,6.24,"-1,562,200","107,900","673,800",34.9,13.31,5
VRSN-2023,Information Technology,189.509994506836,177.8000030517578,7.91,"-1,581,000","103,400","817,600",35.25,13.859,5
VTR-2020,Real Estate,46.90261077880859,50.62515640258789,1.18,"10,180,167","373,368","439,149",27.525,13.843,3
VTR-2021,Real Estate,56.12135696411133,47.07161331176758,0.13,"10,854,385","382,785","49,008",27.25,15.219,3
VTR-2022,Real Estate,40.88901901245117,45.04238510131836,-0.12,"10,152,968","399,549","-47,447",27.3,14.859,3
VTR-2023,Real Estate,42.712646484375,50.81000137329102,-0.10,"9,488,058","401,809","-40,973",29.967,17.01,3
VZ-2020,Communication Services,46.782470703125,45.55947113037109,4.30,"67,842,000","4,140,000","17,801,000",37.383,18.161,3.667
VZ-2021,Communication Services,42.83939743041992,43.19382476806641,5.32,"81,790,000","4,148,000","22,065,000",37.3,19.3,3
VZ-2022,Communication Services,34.49592208862305,33.50660705566406,5.06,"91,144,000","4,202,000","21,256,000",39.479,21.388,3
VZ-2023,Communication Services,39.95273971557617,39.92935562133789,2.76,"92,430,000","4,211,000","11,614,000",41.35,22.826,3
WEC-2020,Utilities,83.35799407958984,79.85563659667969,3.80,"10,500,100","315,400","1,199,900",60.3,27.602,7
WEC-2021,Utilities,91.57994842529295,93.07803344726562,4.12,"10,943,600","315,400","1,300,300",58.112,26.948,6.5
WEC-2022,Utilities,89.63709259033203,84.14686584472656,4.46,"11,407,300","315,400","1,408,100",51.55,24.07,5
WEC-2023,Utilities,80.4509506225586,77.69312286376953,4.22,"11,754,600","315,400","1,331,700",54.117,26.71,5
WM-2020,Industrials,121.8767318725586,132.9810638427734,3.54,"7,452,000","423,000","1,496,000",32.45,17.393,3
WM-2021,Industrials,152.1552734375,147.4739990234375,4.32,"7,124,000","420,400","1,816,000",32.45,17.557,3
WM-2022,Industrials,159.1548004150391,169.9461669921875,5.42,"6,849,000","412,800","2,238,000",34.063,17.878,3
WM-2023,Industrials,211.605712890625,212.5498504638672,5.69,"6,903,000","404,900","2,304,000",34.733,17.792,3
WY-2020,Real Estate,30.45541572570801,29.59599113464355,1.07,"8,731,000","746,931","797,000",37.9,18.644,3
WY-2021,Real Estate,33.50717544555664,30.47076606750488,3.48,"10,767,000","749,496","2,607,000",38.655,21.238,3
WY-2022,Real Estate,28.15187263488769,32.35020446777344,2.53,"10,749,000","741,904","1,880,000",38.929,21.414,3
WY-2023,Real Estate,35.31162261962891,28.19894981384277,1.15,"10,236,000","731,654","839,000",39.538,22.678,3
WYNN-2020,Consumer Discretionary,123.7798690795898,120.7488174438477,-19.37,"-351,997","106,745","-2,067,245",38,11.178,5
WYNN-2021,Consumer Discretionary,78.72862243652344,56.25729751586914,-6.64,"-214,418","113,760","-755,786",38.45,11.252,5
WYNN-2022,Consumer Discretionary,110.490592956543,104.2704925537109,-3.73,"-750,838","113,623","-423,856",39.288,12.756,5
WYNN-2023,Consumer Discretionary,101.7257232666016,89.26959228515625,6.49,"-251,382","112,523","729,994",39.133,13.149,5
XEL-2020,Utilities,59.60015869140625,59.4759521484375,2.79,"14,575,000","527,000","1,473,000",67.833,38.529,5
XEL-2021,Utilities,66.49108123779297,65.64726257324219,2.96,"15,612,000","539,000","1,597,000",67.171,38.34,5
XEL-2022,Utilities,63.86454391479492,59.34652709960938,3.18,"16,675,000","547,000","1,736,000",57.25,33.594,5
XEL-2023,Utilities,52.64177703857422,52.87137985229492,3.21,"17,616,000","552,000","1,771,000",59.296,33.894,5
XOM-2020,Energy,48.07781219482422,55.24362182617188,-5.25,"157,150,000","4,274,286","-22,440,000",68.854,35.772,7
XOM-2021,Energy,75.49546813964844,79.15132141113281,5.39,"168,577,000","4,274,583","23,040,000",68.833,33.819,7
XOM-2022,Energy,104.2166748046875,102.7106094360352,13.26,"195,049,000","4,203,620","55,740,000",67.625,30.822,7
XOM-2023,Energy,114.2417297363281,114.1924819946289,8.89,"204,802,000","4,050,619","36,010,000",71.929,31.458,8.5
YUM-2020,Consumer Discretionary,101.4533462524414,108.3944473266602,2.99,"-7,891,000","302,000","904,000",35.423,17.39,3
YUM-2021,Consumer Discretionary,113.0230941772461,108.7388076782227,5.30,"-8,373,000","297,000","1,575,000",39.2,17.686,5
YUM-2022,Consumer Discretionary,128.3643646240234,135.2721405029297,4.63,"-8,876,000","286,000","1,325,000",40.233,19.366,5
YUM-2023,Consumer Discretionary,137.2849273681641,131.812255859375,5.68,"-7,858,000","281,000","1,597,000",40.425,20.095,5
