,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
535,OMC,2023,1,Communication Services,95.2917022705078,89.01068115234375,6.98,3616300,199341,1303300,26.65,10.368,3.0,18.141275502781667,-1.8501511093781302
536,PARA,2020,1,Communication Services,41.08079147338867,41.28672790527344,3.93,15371000,616000,2422000,25.713,7.511,3.0,24.95292207792208,-2.1022071943281246
537,PARA,2021,1,Communication Services,35.21978759765625,23.15966606140137,7.02,22402000,641000,4543000,24.5,8.268,3.0,34.94851794071763,-2.112017718892212
538,PARA,2022,1,Communication Services,21.62353324890137,15.60803604125977,1.61,23036000,649000,1104000,24.875,9.322,3.0,35.494607087827426,-2.01749252010607
539,PARA,2023,1,Communication Services,11.66199588775635,10.33891868591309,-1.02,22526000,652000,-608000,24.854,9.764,3.0,34.54907975460123,-1.987196759514297
540,PAYC,2020,6,Industrials,366.74853515625,360.217529296875,2.49,655643,57620,143453,28.45,9.502,3.0,11.378740020826102,-1.8173141054701896
541,PAYC,2021,6,Industrials,343.2804870605469,277.6133422851562,3.39,893714,57885,195960,29.425,10.894,3.0,15.43947482076531,-1.6673293080176432
542,PAYC,2022,6,Industrials,301.2896423339844,318.3654174804688,4.86,1182607,57928,281389,30.4,12.705,3.0,20.41511876812595,-1.4875817388170958
543,PAYC,2023,6,Industrials,198.1738739013672,142.7324981689453,5.91,1303036,57707,340788,30.4,12.68,3.0,22.580206907307605,-1.4893575605204374
544,PCG,2020,10,Utilities,11.68958950042725,10.15227317810059,-1.05,25476000,1257000,-1318000,77.85,34.71,9.0,20.2673031026253,4.67912936788506
545,PCG,2021,10,Utilities,11.91918754577637,9.962604522705078,-0.05,20971000,1985000,-102000,72.604,31.504,8.833,10.564735516372796,4.117508766022832
546,PCG,2022,10,Utilities,16.14181709289551,17.24987983703613,0.91,22823000,1987000,1800000,64.5,29.37,7.0,11.486160040261701,2.8945660266640374
547,PCG,2023,10,Utilities,16.7401237487793,17.45001029968262,1.09,25040000,2064000,2242000,63.562,30.546,7.0,12.131782945736434,2.928933081415016
548,PEG,2020,10,Utilities,53.32552719116211,53.39328384399414,3.76,15984000,504000,1905000,61.071,31.869,5.0,31.714285714285715,2.186863178280325
549,PEG,2021,10,Utilities,64.09996795654297,58.41946411132812,-1.29,14438000,504000,-648000,59.546,30.288,5.0,28.646825396825395,1.994623553616391
550,PEG,2022,10,Utilities,59.11127090454102,59.84054565429688,2.06,13729000,498000,1031000,57.237,28.629,5.0,27.568273092369477,1.7557480593013866
551,PEG,2023,10,Utilities,65.6292495727539,73.10596466064453,5.15,15477000,498000,2563000,59.167,32.253,5.0,31.07831325301205,2.114336913797509
552,PEP,2020,3,Consumer Staples,128.1223297119141,135.2808380126953,5.16,13454000,1380000,7120000,43.955,22.785,4.636,9.74927536231884,0.5160266331258464
553,PEP,2021,3,Consumer Staples,156.0387115478516,156.3893737792969,5.51,16043000,1383000,7618000,41.338,24.132,3.0,11.600144613159797,-0.1025467358591248
554,PEP,2022,3,Consumer Staples,174.4946746826172,178.4877166748047,6.47,17149000,1377000,8910000,42.083,26.063,3.0,12.453885257806826,0.0736687566431906
555,PEP,2023,3,Consumer Staples,172.3257598876953,163.6396942138672,6.6,18503000,1374000,9074000,47.233,28.98,3.667,13.466521106259098,0.7860973913015753
556,PHM,2020,2,Consumer Discretionary,50.50862121582031,52.7113037109375,5.19,6569989,268553,1394385,29.3,7.545,5.0,24.46440367450745,-1.206296128796058
557,PHM,2021,2,Consumer Discretionary,40.80402374267578,38.71859359741211,7.44,7489515,259285,1929985,30.963,7.745,5.0,28.88526139190466,-1.1049192825001404
558,PHM,2022,2,Consumer Discretionary,57.55478286743164,76.93334197998047,11.07,8914098,235010,2601141,30.35,8.928,5.0,37.930717841793964,-1.0530193160020611
559,PHM,2023,2,Consumer Discretionary,120.1984176635742,109.9075317382812,11.79,10383257,219958,2592871,31.15,10.008,5.0,47.2056347120814,-0.9343698327680744
560,PKG,2020,8,Materials,120.1470260620117,121.8575057983398,4.86,3246300,94856,457400,30.125,10.486,3.0,34.2234544994518,-1.6596184807727414
561,PKG,2021,8,Materials,143.4642028808594,127.2112274169922,8.87,3607200,94825,834700,30.575,15.571,3.0,38.040601107302926,-1.274828479385179
562,PKG,2022,8,Materials,132.2467041015625,127.1087493896484,11.08,3667100,92942,1021900,30.475,15.088,3.0,39.455789632243764,-1.3143791028999399
563,PKG,2023,8,Materials,187.2208862304688,181.3272857666016,8.52,3997300,89625,759000,31.417,14.192,3.0,44.60027894002789,-1.3286472846452457
564,PLD,2020,9,Real Estate,96.97662353515624,110.0337982177734,2.02,31971547,728323,1473122,24.4,14.452,2.0,43.89748367139305,-2.0307294304893655
565,PLD,2021,9,Real Estate,150.7033843994141,110.3625183105469,3.97,33426873,739363,2933571,24.158,14.29,1.667,45.210367573167716,-2.1723832800225495
566,PLD,2022,9,Real Estate,119.4278869628906,118.2366638183594,4.28,53237282,785675,3358796,24.6,16.103,1.0,67.75992872370891,-2.2557078887177675
567,PLD,2023,9,Real Estate,128.1587829589844,111.3498306274414,3.3,53181724,924351,3053373,25.417,15.932,2.167,57.534122860255465,-1.8133850906662288
568,PM,2020,3,Consumer Staples,73.751953125,83.47660827636719,5.16,-12567000,1557000,8036000,44.15,16.574,5.0,-8.071290944123314,0.21345924620413825
569,PM,2021,3,Consumer Staples,82.17523193359375,87.54258728027344,5.83,-10106000,1558000,9083000,43.625,20.012,5.0,-6.486521181001284,0.4301510687650723
570,PM,2022,3,Consumer Staples,89.6791763305664,91.2310562133789,5.82,-8957000,1550000,9024000,43.096,19.639,5.0,-5.7787096774193545,0.3759269609403948
571,PM,2023,3,Consumer Staples,89.20516204833984,100.0283279418945,5.02,-11225000,1552000,7791000,46.788,20.261,5.0,-7.232603092783505,0.613634748692611
572,PNC,2020,4,Financials,153.1314544677734,167.7261962890625,16.99,54010000,427000,7249000,39.017,18.19,5.0,126.48711943793911,0.059189425683633154
573,PNC,2021,4,Financials,165.3397064208984,142.2089233398438,12.71,55695000,426000,5409000,39.85,17.29,5.0,130.7394366197183,0.038923606921028676
574,PNC,2022,4,Financials,117.7519302368164,117.7325820922852,13.86,45774000,412000,5708000,38.9,16.46,5.0,111.10194174757281,-0.06983028158885163
575,PNC,2023,4,Financials,156.8457489013672,152.4549102783203,12.8,51105000,401000,5126000,41.775,16.292,5.0,127.44389027431421,0.06893645749308278
576,PODD,2020,5,Health Care,260.9200134277344,274.510009765625,0.11,603600,64735,6800,51.3,8.187,8.833,9.324167760871244,1.3445333419004983
577,PODD,2021,5,Health Care,266.3900146484375,217.9400024414062,0.25,556300,67698,16800,51.3,19.368,7.0,8.217377175101184,1.4921845163721734
578,PODD,2022,5,Health Care,318.9599914550781,288.3399963378906,0.07,476400,69375,4600,51.3,24.137,5.5,6.867027027027027,1.3018344346073625
579,PODD,2023,5,Health Care,171.3999938964844,201.8000030517578,2.96,732700,69751,206300,50.588,25.842,5.0,10.504508895929808,1.2092556175823284
580,POOL,2020,2,Consumer Discretionary,333.2867126464844,443.5442199707031,9.14,639470,40106,366738,19.633,6.483,3.0,15.944497082730763,-2.4939272737067766
581,POOL,2021,2,Consumer Discretionary,410.9773254394531,341.9943542480469,16.21,1071393,39876,646303,19.8,6.872,3.0,26.8681161600963,-2.4575417684984218
582,POOL,2022,2,Consumer Discretionary,336.2620239257812,368.9465942382813,18.89,1235194,39409,744311,19.383,6.448,3.0,31.34294196757086,-2.5095177946069667
583,POOL,2023,2,Consumer Discretionary,401.1251220703125,306.35302734375,13.45,1312787,38704,520458,19.4,6.964,3.0,33.91863890037205,-2.4719737374549453
584,PPG,2020,8,Materials,141.3385009765625,160.3239288330078,4.47,5689000,236800,1059000,54.25,25.799,5.667,24.024493243243242,1.6334297492567635
585,PPG,2021,8,Materials,125.0512161254883,109.5149154663086,6.06,6286000,237600,1439000,53.975,28.473,5.0,26.456228956228955,1.5736811053861348
586,PPG,2022,8,Materials,129.8484954833984,144.8426055908203,4.34,6592000,236100,1026000,53.646,29.213,5.0,27.92037272342228,1.6090000762066268
587,PPG,2023,8,Materials,143.5251312255859,125.276725769043,5.38,7832000,236000,1270000,52.483,27.206,5.0,33.186440677966104,1.405475578224217
588,PPL,2020,10,Utilities,24.95224380493164,24.55954551696777,1.91,13373000,768590,1468000,66.7,31.224,7.0,17.399393694947893,3.1415794247203426
589,PPL,2021,10,Utilities,26.16666984558105,25.04705047607422,-1.93,13723000,762902,-1480000,65.096,30.501,7.0,17.987893595769837,3.006145019832184
590,PPL,2022,10,Utilities,26.28501892089844,25.25150108337402,1.03,13915000,736027,755000,62.85,29.223,7.0,18.905556453771396,2.7976353496460105
591,PPL,2023,10,Utilities,27.01786231994629,27.39890098571777,1.0,13933000,737036,739000,60.604,29.493,6.833,18.90409695048817,2.6401774436025143
592,PRU,2020,4,Financials,76.91950988769531,87.7605972290039,-1.0,67425000,395800,-395000,41.85,21.802,4.455,170.3511874684184,0.27201708720261564
593,PRU,2021,4,Financials,104.5765533447266,85.52995300292969,22.56,61876000,387200,8736000,41.438,23.227,3.5,159.80371900826447,0.014778876650860352
594,PRU,2022,4,Financials,76.60862731933594,82.6849365234375,-4.49,30593000,372300,-1672000,41.296,23.684,3.167,82.17297878055332,-0.07766387930138599
595,PRU,2023,4,Financials,114.7604064941406,115.9341583251953,6.76,27820000,363500,2459000,43.5,23.497,4.167,76.53370013755158,0.37731832475185234
596,PSA,2020,9,Real Estate,211.1956634521484,259.48828125,6.29,8558867,174494,1098335,24.9,7.199,3.0,49.049634944468,-2.1669848621022707
597,PSA,2021,9,Real Estate,343.1517028808594,276.4490356445312,9.91,9335177,174858,1732444,24.867,11.05,3.0,53.38718846149447,-1.895167063827609
598,PSA,2022,9,Real Estate,283.4031982421875,276.6453552246094,23.64,10073402,175257,4142288,25.017,12.58,3.0,57.47788676058588,-1.778624153273808
599,PSA,2023,9,Real Estate,283.9408264160156,284.5078735351562,11.11,10013178,175472,1948741,26.1,13.007,3.0,57.06424956688247,-1.6915249855075387
600,PWR,2020,6,Industrials,87.35478210449219,89.92636108398438,3.15,4344181,141380,445596,50.604,13.312,7.0,30.726984014712123,1.025526899439567
601,PWR,2021,6,Industrials,130.9170532226562,124.7561950683594,3.45,5112301,140824,485956,51.854,15.725,7.0,36.302767994091916,1.2624510628236396
602,PWR,2022,6,Industrials,166.2327728271484,195.9699401855469,3.42,5383464,143488,491189,52.062,16.9,7.0,37.51856601248885,1.3568175191495908
603,PWR,2023,6,Industrials,259.619140625,253.9131317138672,5.13,6272241,145222,744689,59.15,22.153,7.0,43.19070801944609,2.101488288311484
604,RCL,2020,2,Consumer Discretionary,85.61000061035156,85.27999877929688,-27.05,8760669,214335,-5797462,41.317,18.954,5.0,40.87372104415984,0.23401874568045708
605,RCL,2021,2,Consumer Discretionary,83.77999877929688,34.90999984741211,-20.89,5085556,251812,-5260000,40.183,18.424,5.0,20.19584451892682,0.13692990091125662
606,RCL,2022,2,Consumer Discretionary,65.30000305175781,103.7399978637695,-8.45,2869000,255011,-2156000,39.35,18.133,5.0,11.250495076682967,0.0725955737266766
607,RCL,2023,2,Consumer Discretionary,139.0099945068359,159.4299926757812,6.63,4724000,256000,1697000,41.667,21.084,5.0,18.453125,0.40366487352686126
608,REG,2020,9,Real Estate,49.21536636352539,56.16934204101562,0.27,5984912,169231,44889,26.85,16.282,3.0,35.365340865444274,-1.4195792308232793
609,REG,2021,9,Real Estate,64.20819854736328,53.88468170166016,2.12,6037371,170236,361411,26.792,15.218,3.0,35.464713691581096,-1.4981984164770878
610,REG,2022,9,Real Estate,57.36014175415039,58.56043243408203,2.82,6096985,171404,482865,26.5,15.568,3.0,35.570844321019344,-1.4886428173924267
611,REG,2023,9,Real Estate,59.24271774291992,61.51231002807617,2.04,7032687,176085,359500,27.875,16.217,3.0,39.93916006474146,-1.3704684481383678
612,REGN,2020,5,Health Care,473.1400146484375,558.5399780273438,32.65,11025300,107600,3513200,37.017,13.973,5.0,102.46561338289963,-0.3451911433600908
613,REGN,2021,5,Health Care,698.4199829101562,591.1300048828125,76.4,18768800,105700,8075300,36.958,15.809,5.0,177.5666982024598,-0.21786742890835942
614,REGN,2022,5,Health Care,821.6699829101562,718.5399780273438,40.51,22664000,107100,4338400,36.55,17.181,4.0,211.61531279178337,-0.4945338864397769
615,REGN,2023,5,Health Care,962.489990234375,1051.030029296875,37.05,25973100,106700,3953600,36.4,18.382,3.0,243.42174320524836,-0.769823254050041
616,ROL,2020,6,Industrials,32.92889785766602,32.78889465332031,0.53,941360,491605,266756,24.442,4.45,4.167,1.914870678695294,-1.9746170877284084
617,ROL,2021,6,Industrials,33.918212890625,33.90390014648438,0.71,1111217,492054,356565,27.4,7.073,5.0,2.2583232734618557,-1.3394168584730348
618,ROL,2022,6,Industrials,36.75611114501953,42.10082626342773,0.75,1267197,492300,368599,27.192,7.018,4.5,2.5740341255332115,-1.5305951124540311
619,ROL,2023,6,Industrials,45.9526596069336,48.63308334350586,0.89,1155567,489949,434957,26.925,7.313,3.5,2.3585454812643767,-1.8763731039946476
620,RVTY,2020,5,Health Care,127.2675704956055,153.2503204345703,6.5,3735492,112090,727887,30.35,9.433,5.0,33.325827460076724,-1.017147717594565
621,RVTY,2021,5,Health Care,173.3896026611328,141.4034423828125,7.39,7141245,126241,943157,30.35,11.08,3.833,56.56834942688984,-1.3118009194361337
622,RVTY,2022,5,Health Care,132.6904144287109,118.3447647094727,4.59,7382876,126300,569179,30.263,12.093,3.0,58.45507521773555,-1.5382350491573933
623,RVTY,2023,5,Health Care,104.790641784668,104.7202377319336,5.56,7872739,124704,693094,29.3,12.612,3.0,63.13140717218373,-1.5518470258217787
624,SHW,2020,8,Materials,238.3067016601562,264.574462890625,7.48,3610800,271278,2030400,51.7,21.785,5.333,13.310331099462545,1.0968250058536002
625,SHW,2021,8,Materials,243.7261047363281,219.1309051513672,7.1,2437200,262500,1864400,51.7,22.287,5.0,9.284571428571429,1.015022011420179
626,SHW,2022,8,Materials,221.5613861083984,262.4414978027344,7.83,3102100,258000,2020100,52.933,24.094,5.0,12.023643410852713,1.208009159520201
627,SHW,2023,8,Materials,345.7721862792969,297.7555236816406,9.35,3715800,255400,2388800,51.008,21.97,5.0,14.54894283476899,0.9562316946348727
628,SNA,2020,6,Industrials,211.0839080810547,205.6943206787109,11.55,3824900,54300,627000,44.35,11.875,7.0,70.44014732965009,0.5956337351154539
629,SNA,2021,6,Industrials,192.4308166503907,185.7415313720703,15.22,4181900,53900,820500,44.1,13.169,7.0,77.58627087198516,0.6744458959648929
630,SNA,2022,6,Industrials,237.368408203125,278.9123229980469,17.14,4481300,53200,911700,44.05,13.392,7.0,84.23496240601504,0.6876653514555955
631,SNA,2023,6,Industrials,292.2118530273437,259.6336364746094,19.11,5071300,52900,1011100,43.95,13.328,7.0,95.86578449905483,0.677877499688837
632,SO,2020,10,Utilities,54.05415725708008,53.17457580566406,2.95,28263000,1058000,3119000,61.875,29.629,7.0,26.71361058601134,2.775367649097778
633,SO,2021,10,Utilities,65.70694732666016,65.28456115722656,2.26,28165000,1061000,2393000,61.912,28.803,7.0,26.545711592836945,2.7186339468556735
634,SO,2022,10,Utilities,65.54357147216797,66.86508178710938,3.28,30408000,1075000,3524000,63.338,30.293,7.0,28.286511627906975,2.8992202497953024
635,SO,2023,10,Utilities,70.34468078613281,76.86641693115234,3.64,31444000,1092000,3976000,63.954,31.045,7.0,28.794871794871796,2.9849261355820333
636,SPG,2020,9,Real Estate,93.86322021484376,107.6494216918945,3.59,3039472,308738,1109227,25.65,10.463,3.0,9.844826357623615,-1.8958204689674816
637,SPG,2021,9,Real Estate,113.3891906738281,82.85027313232422,6.84,3361452,328587,2246294,25.65,10.882,3.0,10.230021272904892,-1.8660576972194796
638,SPG,2022,9,Real Estate,102.4917831420898,107.2852249145508,6.52,3138524,327817,2136198,25.913,11.651,3.0,9.574012330049998,-1.7976476238423793
639,SPG,2023,9,Real Estate,152.4774322509766,149.8257446289062,6.98,3022834,326808,2279789,26.375,12.738,3.0,9.24957161391398,-1.696218019468429
640,SRE,2020,10,Utilities,59.21684265136719,59.67902755737305,6.46,23393000,582154,3764000,64.187,34.315,5.167,40.18352532147851,2.5828495635688125
641,SRE,2021,10,Utilities,77.66931915283203,69.92507934570312,2.02,26001000,623510,1254000,63.708,33.913,6.333,41.70101522028516,2.9404779751091326
642,SRE,2022,10,Utilities,71.90904998779297,69.82259368896484,3.33,27135000,630318,2094000,54.4,29.697,5.0,43.04969872350147,1.6829027658581004
643,SRE,2023,10,Utilities,70.6235122680664,75.4404067993164,4.81,28695000,630296,3030000,55.279,31.308,5.0,45.52622894639979,1.8434116831539606
644,STLD,2020,8,Materials,47.92302703857422,56.56475830078125,2.61,4345164,211140,550822,52.925,18.595,7.0,20.579539641943732,1.5224545176556858
645,STLD,2021,8,Materials,80.20401763916016,63.85012817382812,15.67,6304641,205115,3214066,56.233,21.342,7.0,30.737103576042706,1.890978837080094
646,STLD,2022,8,Materials,110.5749740600586,106.9472503662109,21.06,8130357,183393,3862674,55.325,22.015,7.0,44.33297345045885,1.8911888836217055
647,STLD,2023,8,Materials,147.2156677246094,129.0236358642578,14.72,8866666,166552,2450882,54.592,21.751,7.0,53.23662279648398,1.8340141920829385
648,T,2020,1,Communication Services,17.28549194335938,16.82184600830078,-0.75,161673000,7157000,-5369000,38.271,19.18,3.0,22.58949280424759,-0.6150659163412914
649,T,2021,1,Communication Services,14.84472179412842,17.9057674407959,2.77,166332000,7168000,19874000,38.567,18.947,3.333,23.204799107142858,-0.49863950568955073
650,T,2022,1,Communication Services,17.20447540283203,14.46098041534424,-1.13,97500000,7166000,-8064000,40.15,18.057,5.0,13.605916829472509,0.10913106139815709
651,T,2023,1,Communication Services,16.78646469116211,18.52399444580078,1.97,103297000,7181000,14192000,43.142,19.85,5.0,14.3847653530149,0.39332610029145093
652,TAP,2020,3,Consumer Staples,46.89361572265625,49.22224426269531,-4.38,12365000,216800,-949000,38.925,20.458,3.0,57.034132841328415,-0.4900048775978997
653,TAP,2021,3,Consumer Staples,49.67739105224609,51.10893630981445,4.63,13417100,217100,1005700,39.367,20.622,3.0,61.80147397512667,-0.4551869601525547
654,TAP,2022,3,Consumer Staples,49.49716186523438,63.55023193359375,-0.81,12689700,216900,-175300,40.638,19.906,4.5,58.50484094052559,0.08968195585882768
655,TAP,2023,3,Consumer Staples,66.22364044189453,50.40690231323242,4.39,13196000,216000,948900,41.417,19.781,5.0,61.092592592592595,0.2980046758331954
656,TDY,2020,7,Information Technology,413.6499938964844,418.8299865722656,10.88,3228600,36952,401900,51.65,14.137,7.0,87.37280796709244,1.1389577018867358
657,TDY,2021,7,Information Technology,472.6300048828125,375.1099853515625,9.54,7622000,46692,445300,51.65,13.428,7.0,163.23995545275423,1.0885953983799737
658,TDY,2022,7,Information Technology,447.3599853515625,411.1099853515625,16.82,8169200,46913,788600,51.65,14.124,7.0,174.13510114467206,1.1380342746009982
659,TDY,2023,7,Information Technology,429.3200073242188,387.9800109863281,18.71,9221200,47332,885700,52.225,16.584,7.0,194.81957238232062,1.3429151823954695
660,TMUS,2020,1,Communication Services,123.7772979736328,143.0813751220703,2.68,65344000,1144206,3064000,38.3,11.643,5.0,57.108597577708906,-0.4434460966259018
661,TMUS,2021,1,Communication Services,126.8003616333008,132.9156036376953,2.42,69102000,1247155,3024000,38.717,13.29,5.0,55.4077079432789,-0.30459687278989617
662,TMUS,2022,1,Communication Services,143.0912475585938,137.2229614257812,2.07,69656000,1249764,2590000,42.0,17.316,5.0,55.7353228289501,0.15346804792590726
663,TMUS,2023,1,Communication Services,161.9532623291016,175.5091247558594,7.02,64715000,1185122,8317000,45.417,20.383,5.0,54.6061924426346,0.5504363906978492
664,TSCO,2020,2,Consumer Discretionary,167.2817230224609,176.2981719970703,6.44,1923840,116370,748958,25.55,9.721,3.0,16.532095901005412,-1.9537686053288588
665,TSCO,2021,2,Consumer Discretionary,222.8516998291016,185.9082336425781,8.69,2002665,114794,997114,25.812,10.903,3.0,17.44572887084691,-1.8560743748946205
666,TSCO,2022,2,Consumer Discretionary,228.5886840820312,215.9860992431641,9.78,2042416,111336,1088712,26.062,12.25,3.0,18.34461450025149,-1.747288731003074
667,TSCO,2023,2,Consumer Discretionary,259.5072937011719,268.9514770507812,10.15,2149762,109096,1107226,28.358,12.493,3.0,19.705232089169172,-1.6096772052321329
668,TT,2020,6,Industrials,157.2063903808594,175.5063934326172,3.58,6407700,238808,854900,41.875,23.041,4.0,26.83201567786674,0.20084181280385416
669,TT,2021,6,Industrials,146.9098663330078,125.4872283935547,6.05,6255900,235195,1423400,35.433,20.428,3.0,26.598779735963774,-0.6751777110025815
670,TT,2022,6,Industrials,180.1056365966797,187.9917602539062,7.68,6088600,228827,1756500,36.1,20.063,3.0,26.60787407080458,-0.6661422473359797
671,TT,2023,6,Industrials,298.521484375,328.0623779296875,8.91,6995200,227173,2023900,37.6,21.933,3.0,30.792391701478607,-0.45468456083297054
672,TXN,2020,7,Information Technology,170.3970489501953,174.4327697753906,6.07,9187000,921000,5568000,46.421,28.482,3.0,9.975027144408251,0.47288430184366964
673,TXN,2021,7,Information Technology,169.3206787109375,142.7316284179688,8.42,13333000,923000,7736000,48.442,29.392,3.5,14.445287107258938,0.8198285530574352
674,TXN,2022,7,Information Technology,176.5090942382812,172.0424346923828,9.55,14577000,916000,8709000,49.033,28.334,4.833,15.913755458515285,1.2458532246366918
675,TXN,2023,7,Information Technology,170.4992218017578,191.8887481689453,7.17,16897000,908000,6476000,47.133,26.083,5.0,18.609030837004404,1.045272138278163
676,TYL,2020,7,Information Technology,424.5299987792969,452.3699951171875,4.87,1986111,40035,194820,28.05,8.051,4.167,49.60936680404646,-1.529705454299243
677,TYL,2021,7,Information Technology,444.8900146484375,332.4800109863281,3.95,2324032,40848,161458,28.508,8.904,3.333,56.89463376419898,-1.7392900524180013
678,TYL,2022,7,Information Technology,354.6400146484375,416.4700012207031,3.95,2624389,41544,164240,31.938,12.132,3.333,63.17131234353938,-1.3302039906097338
679,TYL,2023,7,Information Technology,425.010009765625,502.7799987792969,3.95,2937995,42024,165919,33.05,13.354,3.0,69.91231201218352,-1.3025750799339253
680,UAL,2020,6,Industrials,57.54000091552734,52.29000091552734,-22.67,5960000,311845,-7069000,50.412,19.556,6.5,19.112058875402845,1.2826233615454632
681,UAL,2021,6,Industrials,46.36000061035156,35.41999816894531,-6.07,5029000,323811,-1964000,50.45,19.466,7.0,15.53066449255893,1.4545908776965308
682,UAL,2022,6,Industrials,44.25,54.86999893188477,2.25,6896000,326930,737000,50.175,20.366,6.5,21.093200379286085,1.3277370414850191
683,UAL,2023,6,Industrials,47.88000106811523,48.65999984741211,7.98,9324000,327800,2618000,49.65,20.927,5.0,28.444173276388042,0.8109614725312078
684,UPS,2020,6,Industrials,151.5133819580078,186.5388946533203,1.65,657000,867000,1343000,35.0,13.71,5.0,0.7577854671280276,-0.46959884899839366
685,UPS,2021,6,Industrials,195.2628936767578,167.4077758789062,14.75,14253000,874000,12890000,35.0,14.348,5.0,16.30778032036613,-0.42427987912912113
686,UPS,2022,6,Industrials,182.4705352783203,170.0908508300781,13.26,19786000,871000,11548000,33.6,14.06,3.333,22.71641791044776,-1.106134765660921
687,UPS,2023,6,Industrials,145.3635711669922,135.3434143066406,7.81,17306000,859000,6708000,32.621,13.858,3.0,20.146682188591384,-1.289261614199181
688,USB,2020,4,Financials,47.62401580810547,49.42670059204102,3.06,53095000,1509000,4621000,42.05,15.25,5.0,35.18555334658714,0.00933501646487627
689,USB,2021,4,Financials,47.19146347045898,41.19399642944336,5.11,54918000,1489000,7605000,44.696,15.909,6.167,36.88247145735393,0.6064866697588358
690,USB,2022,4,Financials,33.34049224853516,30.96710777282715,3.69,50766000,1489000,5501000,46.45,16.4,7.0,34.094022834116856,1.0271341757505486
691,USB,2023,4,Financials,43.65105438232422,39.20975494384766,3.27,55306000,1543000,5051000,46.45,16.228,7.0,35.843162670123135,1.01491652243156
692,VICI,2020,9,Real Estate,23.66546058654785,26.30684280395508,1.76,9415839,506141,891674,27.6,7.288,4.5,18.603193576493506,-1.4900299053766284
693,VICI,2021,9,Real Estate,25.00031280517578,26.51435470581055,1.8,12108268,564467,1013851,26.021,8.655,3.0,21.450798718082723,-2.0048010087081116
694,VICI,2022,9,Real Estate,30.0935115814209,29.35882377624512,1.27,21933637,877508,1117635,25.15,9.862,3.0,24.99536984278206,-1.9647199637468327
695,VICI,2023,9,Real Estate,28.9311351776123,28.21852302551269,2.48,25255931,1014513,2513540,25.633,10.271,3.0,24.89463515992402,-1.910349876844198
696,VMC,2020,8,Materials,163.8865814208984,169.42578125,4.41,6027300,132578,584500,46.725,13.817,6.833,45.462293894914694,0.7991639692001558
697,VMC,2021,8,Materials,179.8418884277344,139.4195098876953,5.05,6545000,132800,670800,46.325,17.281,5.0,49.28463855421687,0.377687507459588
698,VMC,2022,8,Materials,169.5030670166016,223.2655792236328,4.33,6928600,133000,575600,47.6,18.48,5.0,52.09473684210526,0.529688205980953
699,VMC,2023,8,Materials,271.9673767089844,248.2414855957031,7.02,7483400,133000,933200,46.988,17.568,5.167,56.266165413533834,0.49173384694930805
700,VST,2020,10,Utilities,16.05085182189941,16.97767639160156,1.3,8371000,488668,636000,64.7,21.222,9.0,17.130239753779662,3.0317481533823734
701,VST,2021,10,Utilities,21.79195976257324,21.58075523376465,-2.69,8291000,482215,-1295000,66.879,27.955,7.167,17.193575479817095,2.9776628238087497
702,VST,2022,10,Utilities,23.19853401184082,25.57514190673828,-3.26,4902000,422447,-1377000,68.7,32.922,7.0,11.60382249134211,3.367028198935386
703,VST,2023,10,Utilities,69.23027801513672,85.75697326660156,3.82,5307000,351457,1343000,70.433,36.253,7.0,15.0999980082912,3.6944781791021253
704,VTR,2020,9,Real Estate,46.90261077880859,50.62515640258789,1.18,10180167,373368,439149,27.525,13.843,3.0,27.265772642540334,-1.5574465958093837
705,VTR,2021,9,Real Estate,56.12135696411133,47.07161331176758,0.13,10854385,382785,49008,27.25,15.219,3.0,28.356348864244943,-1.4741201768245362
706,VTR,2022,9,Real Estate,40.88901901245117,45.04238510131836,-0.12,10152968,399549,-47447,27.3,14.859,3.0,25.411070982532806,-1.4970711352495498
707,VTR,2023,9,Real Estate,42.712646484375,50.81000137329102,-0.1,9488058,401809,-40973,29.967,17.01,3.0,23.613353608306433,-1.204482011234573
708,VZ,2020,1,Communication Services,46.782470703125,45.55947113037109,4.3,67842000,4140000,17801000,37.383,18.161,3.667,16.38695652173913,-0.4987194073476236
709,VZ,2021,1,Communication Services,42.83939743041992,43.19382476806641,5.32,81790000,4148000,22065000,37.3,19.3,3.0,19.717936354869817,-0.6574393472475016
710,VZ,2022,1,Communication Services,34.49592208862305,33.50660705566406,5.06,91144000,4202000,21256000,39.479,21.388,3.0,21.69062351261304,-0.3949050251712245
711,VZ,2023,1,Communication Services,39.95273971557617,39.92935562133789,2.76,92430000,4211000,11614000,41.35,22.826,3.0,21.94965566373783,-0.1946866518569351
712,WAT,2020,5,Health Care,284.1700134277344,345.6099853515625,8.4,232144,62094,521571,28.95,9.953,3.0,3.7385898798595676,-1.7590695409108865
713,WAT,2021,5,Health Care,310.3900146484375,330.9800109863281,11.25,367554,61575,692843,28.95,10.768,3.0,5.969208282582217,-1.7011777533819572
714,WAT,2022,5,Health Care,309.6300048828125,266.5400085449219,11.8,504488,59985,707755,28.95,11.722,3.0,8.41023589230641,-1.633412397182449
